Product_code	Main_category	Sub_category	Product_name	Specifications	Image_path	INR	GBP	CAD	Euro	Date	Company	Product_price	Profit%	Selling price	Folder_path	Image_name	number
SR128	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR128-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/003_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	003
SR129	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR129-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/004_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	004
SR130	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR130-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/005_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	005
SR131	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR131-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/006_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	006
SR132	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR132-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/007_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	007
SR133	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR133-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/008_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	008
SR134	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR134-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/009_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	009
SR135	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR135-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/010_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	010
SR136	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR136-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/011_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	011
SR137	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR137-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/012_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	012
SR138	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR138-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/013_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	013
SR139	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR139-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/014_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	014
SR140	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR140-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/015_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	015
SR141	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR141-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/016_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	016
SR142	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR142-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/017_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	017
SR143	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR143-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/018_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	018
SR144	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR144-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/019_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	019
SR145	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR145-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/020_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	020
SR146	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR146-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/021_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	021
SR147	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR147-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/022_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	022
SR148	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR148-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/023_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	023
SR149	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR149-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/024_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	024
SR150	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR150-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/025_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	025
SR151	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR151-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/026_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	026
SR152	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR152-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/027_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	027
SR153	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR153-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/028_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	028
SR154	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR154-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/029_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	029
SR155	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR155-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/030_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	030
SR156	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR156-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/031_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	031
SR157	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR157-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/032_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	032
SR158	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR158-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/033_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	033
SR159	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR159-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/034_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	034
